家ID,画像のタイトル,部屋の種別,部屋のスタイル,説明文,画像URL,画像Path
30004,リビング,リビングダイニング,モダン,作業デスクはコンクリート製でパティオの地面高さと合わせている。,https://cdn.suvaco.jp/rooms/6408/0kBjQJGkc9.jpg,0kBjQJGkc9.jpg
,,,,天井はコンクリート打放し仕上げ、蛍光灯照明を埋込んでいる。,,
30004,キッチン,キッチン,,親世帯キッチン,https://cdn.suvaco.jp/rooms/6410/2zMyRp7M1O.jpg,2zMyRp7M1O.jpg
30004,バスルーム,バス/トイレ,モダン,親世帯バスルーム,https://cdn.suvaco.jp/rooms/6412/MGl8lcuS22.jpg,MGl8lcuS22.jpg
30004,リビング,リビングダイニング,モダン,子世帯リビング,https://cdn.suvaco.jp/rooms/6414/S2mulcd1xp.jpg,S2mulcd1xp.jpg
30004,階段ホール,その他,モダン,階段ホール,https://cdn.suvaco.jp/rooms/6416/bzZX8RnfEp.jpg,bzZX8RnfEp.jpg
30004,ベッドルーム,ベッドルーム,モダン,子世帯ベッドルーム,https://cdn.suvaco.jp/rooms/6418/3r6pzrC3kE.jpg,3r6pzrC3kE.jpg
30004,バスルーム,バス/トイレ,ラグジュアリー,白で統一したバスルーム、奥左はシャワーブース。,https://cdn.suvaco.jp/rooms/6420/6cGsG2FU4c.jpg,6cGsG2FU4c.jpg
30004,ラバトリー,バス/トイレ,モダン,白い水栓で統一感を出しています。,https://cdn.suvaco.jp/rooms/6422/kfMkdUbBaP.jpg,kfMkdUbBaP.jpg
30004,リビング,リビングダイニング,,作業デスクはコンクリート製でパティオの地面高さと合わせている。,https://cdn.suvaco.jp/rooms/17066/dGR8iogYzb.jpg,dGR8iogYzb.jpg
30004,,,,天井はコンクリート打放し仕上げ、蛍光灯照明を埋込んでいる。,,
30005,リビング,リビングダイニング,,アーチで奥行きと展開を作る,https://cdn.suvaco.jp/rooms/4961/2qlKXDA53C.jpg,2qlKXDA53C.jpg
,,,,,,
,,,,2ｘ4工法であるこの建物は構造壁との兼ね合いから、大きく間仕切り壁を取り払うことはでき,,
,,,,なかった。そこで、開口部をアーチ状にし特徴を持たせ、「アーチのその向こう」という意識,,
,,,,を生み出し、奥行きと空間の展開が感じられる場を作りだした。また開口部に鏡を並列させる,,
,,,,ことで、実在空間に鏡越しの虚像空間を付加しその効果をいっそう高めている。（鏡にはオー,,
,,,,ナーによるエッチング装飾がなされていく。）,,
30005,リビング,リビングダイニング,,アーチで奥行きと展開を作る,https://cdn.suvaco.jp/rooms/4959/MEADsh31mv.jpg,MEADsh31mv.jpg
,,,,,,
,,,,2ｘ4工法であるこの建物は構造壁との兼ね合いから、大きく間仕切り壁を取り払うことはでき,,
,,,,なかった。そこで、開口部をアーチ状にし特徴を持たせ、「アーチのその向こう」という意識,,
,,,,を生み出し、奥行きと空間の展開が感じられる場を作りだした。また開口部に鏡を並列させる,,
,,,,ことで、実在空間に鏡越しの虚像空間を付加しその効果をいっそう高めている。（鏡にはオー,,
,,,,ナーによるエッチング装飾がなされていく。）,,
30005,リビング,リビングダイニング,,アーチで奥行きと展開を作る,https://cdn.suvaco.jp/rooms/4957/zBJk3WpXES.jpg,zBJk3WpXES.jpg
,,,,,,
,,,,2ｘ4工法であるこの建物は構造壁との兼ね合いから、大きく間仕切り壁を取り払うことはでき,,
,,,,なかった。そこで、開口部をアーチ状にし特徴を持たせ、「アーチのその向こう」という意識,,
,,,,を生み出し、奥行きと空間の展開が感じられる場を作りだした。また開口部に鏡を並列させる,,
,,,,ことで、実在空間に鏡越しの虚像空間を付加しその効果をいっそう高めている。（鏡にはオー,,
,,,,ナーによるエッチング装飾がなされていく。）,,
30005,リビング,リビングダイニング,,アーチで奥行きと展開を作る,https://cdn.suvaco.jp/rooms/4955/4QIwhP8q2o.jpg,4QIwhP8q2o.jpg
,,,,,,
,,,,2ｘ4工法であるこの建物は構造壁との兼ね合いから、大きく間仕切り壁を取り払うことはでき,,
,,,,なかった。そこで、開口部をアーチ状にし特徴を持たせ、「アーチのその向こう」という意識,,
,,,,を生み出し、奥行きと空間の展開が感じられる場を作りだした。また開口部に鏡を並列させる,,
,,,,ことで、実在空間に鏡越しの虚像空間を付加しその効果をいっそう高めている。（鏡にはオー,,
,,,,ナーによるエッチング装飾がなされていく。）,,
30005,リビング,リビングダイニング,,アーチで奥行きと展開を作る,https://cdn.suvaco.jp/rooms/4953/ZIQOGqy4r0.jpg,ZIQOGqy4r0.jpg
,,,,,,
,,,,2ｘ4工法であるこの建物は構造壁との兼ね合いから、大きく間仕切り壁を取り払うことはでき,,
,,,,なかった。そこで、開口部をアーチ状にし特徴を持たせ、「アーチのその向こう」という意識,,
,,,,を生み出し、奥行きと空間の展開が感じられる場を作りだした。また開口部に鏡を並列させる,,
,,,,ことで、実在空間に鏡越しの虚像空間を付加しその効果をいっそう高めている。（鏡にはオー,,
,,,,ナーによるエッチング装飾がなされていく。）,,
40001,ロフト付きのリビング,リビングダイニング,ナチュラル,3階居住スペース内観。上部にはロフトスペースを設え、空間を有効的に活用している。,https://cdn.suvaco.jp/rooms/106275/8a6623dcd6.jpg,8a6623dcd6.jpg
40001,2階のテラス,アウトドア,ナチュラル,運ぶ家の2Fテラスと既存の東屋及び路地との関係性。,https://cdn.suvaco.jp/rooms/106269/9a69979a4b.jpg,9a69979a4b.jpg
40001,開放的なテラス,アウトドア,ナチュラル,２階ルーフ& テラス。街の風景が空間に溶け込む。,https://cdn.suvaco.jp/rooms/106273/b091279dfa.jpg,b091279dfa.jpg
40001,中庭に新設されたタタキ,アウトドア,ナチュラル,,https://cdn.suvaco.jp/rooms/106277/69e77aff07.jpg,69e77aff07.jpg
40001,2階にテラスがある住まい,外観,ナチュラル,1 階店舗スペース、2 階のテラス（ 空中路地） はデザインコンセプトである新しい風をロッヂ全体に吹通す風穴であると見立てています。,https://cdn.suvaco.jp/rooms/106265/9d236d79de.jpg,9d236d79de.jpg
40001,北側道路より見る,外観,ナチュラル,１階店舗、２階テラス、３階住居の構成。,https://cdn.suvaco.jp/rooms/106271/21d0ea4594.jpg,21d0ea4594.jpg
40001,大森ロッヂの入口”ともしびの門”,その他,和,,https://cdn.suvaco.jp/rooms/106267/9b653f21c1.jpg,9b653f21c1.jpg
40001,かたらいの井戸端,アウトドア,ナチュラル,かたらいの井戸端。,https://cdn.suvaco.jp/rooms/106279/102f124567.jpg,102f124567.jpg
40002,サンルームと繋がる2階リビング,リビングダイニング,ナチュラル,,https://cdn.suvaco.jp/rooms/106236/016cc4f2cd.jpg,016cc4f2cd.jpg
40002,シーリングファンのあるリビング,リビングダイニング,モダン,,https://cdn.suvaco.jp/rooms/106238/f39cf43cbe.jpg,f39cf43cbe.jpg
40002,リビングからキッチンを眺める,キッチン,ナチュラル,,https://cdn.suvaco.jp/rooms/106242/501b379e50.jpg,501b379e50.jpg
40002,サンルームのある外観,外観,ナチュラル,,https://cdn.suvaco.jp/rooms/106234/ff1562120e.jpg,ff1562120e.jpg
40002,スポットライトの空間,リビングダイニング,ナチュラル,,https://cdn.suvaco.jp/rooms/106240/78486cbec9.jpg,78486cbec9.jpg
40002,サンルームからリビング全体を見る,リビングダイニング,ナチュラル,,https://cdn.suvaco.jp/rooms/106244/4cd11e9fff.jpg,4cd11e9fff.jpg
40002,小上がりの和室,その他,和,,https://cdn.suvaco.jp/rooms/106246/081d9616d0.jpg,081d9616d0.jpg
40003,テラスと一体感のあるリビング,リビングダイニング,モダン,フローリングで繋がるリビングとテラスは段差がなく、まるで外にせり出した大きな一部屋にいるような。,https://cdn.suvaco.jp/rooms/106252/324b7e3e34.jpg,324b7e3e34.jpg
40003,モダンな空間,リビングダイニング,モダン,家具はモダンなミッドセンチュリーなものを選ばれているので、空間がスタイリッシュで個性的に仕上がっている。,https://cdn.suvaco.jp/rooms/106254/334d13cb9f.jpg,334d13cb9f.jpg
40003,収納たっぷりのアイランドキッチン,キッチン,モダン,,https://cdn.suvaco.jp/rooms/106256/f1a3e99b41.jpg,f1a3e99b41.jpg
40003,エントランスのスライド扉,玄関,モダン,あたたかい印象のエントランス。横にスライドする扉は、どこか和も感じさせてくれる。,https://cdn.suvaco.jp/rooms/106262/9d6e8979f6.jpg,9d6e8979f6.jpg
40003,特注した螺旋階段,その他,モダン,特注した螺旋階段は、まるで大きな彫刻のようにエントランスのアクセントの役割を担っている。,https://cdn.suvaco.jp/rooms/106258/9fb04315fd.jpg,9fb04315fd.jpg
40003,緑に囲まれた住まい,外観,ナチュラル,全面にせまってくる神社を包み込む森が、テラスの前に広がる。,https://cdn.suvaco.jp/rooms/106250/3ed18cb642.jpg,3ed18cb642.jpg
50001,リビングダイニング,リビングダイニング,モダン,Photo by：Hiroyasu Sakaguchi AtoZ,https://cdn.suvaco.jp/rooms/95941/e4ba726e17.jpg,e4ba726e17.jpg
50001,ダイニングキッチン,キッチン,モダン,Photo by：Nacasa & Partners Inc.,https://cdn.suvaco.jp/rooms/95943/a2674604f9.jpg,a2674604f9.jpg
50001,プライベート空間,その他,モダン,Photo by：Nacasa & Partners Inc.,https://cdn.suvaco.jp/rooms/95945/ed10da652c.jpg,ed10da652c.jpg
50001,洗面台,バス/トイレ,モダン,Photo by：Nacasa & Partners Inc.,https://cdn.suvaco.jp/rooms/95949/c62ac80ded.jpg,c62ac80ded.jpg
50001,外から室内を1,アウトドア,モダン,Photo by：Nacasa & Partners Inc.,https://cdn.suvaco.jp/rooms/95937/6d32ab43f3.jpg,6d32ab43f3.jpg
50001,外から室内を2,アウトドア,モダン,Photo by：Hiroyasu Sakaguchi AtoZ,https://cdn.suvaco.jp/rooms/95939/f10272c2a0.jpg,f10272c2a0.jpg
50001,外観1,外観,モダン,Photo by：Hiroyasu Sakaguchi AtoZ,https://cdn.suvaco.jp/rooms/95927/0503a2a8a5.jpg,0503a2a8a5.jpg
50001,外観2,外観,モダン,Photo by：Nacasa & Partners Inc.,https://cdn.suvaco.jp/rooms/95933/b0247dcfeb.jpg,b0247dcfeb.jpg
50001,外観3,外観,モダン,Photo by：Hiroyasu Sakaguchi AtoZ,https://cdn.suvaco.jp/rooms/95935/a401b9fc83.jpg,a401b9fc83.jpg
50002,外観,外観,,,https://cdn.suvaco.jp/rooms/2820/7Wof74rqMb.jpg,7Wof74rqMb.jpg
50003,外観,外観,,,https://cdn.suvaco.jp/rooms/2818/Jv2ySrNL7E.jpg,Jv2ySrNL7E.jpg
50004,外観,,,,https://cdn.suvaco.jp/rooms/2816/fmApqMLbnW.jpg,fmApqMLbnW.jpg
60001,外観1,外観,ナチュラル,,https://cdn.suvaco.jp/rooms/23087/aTztDm21WE.jpg,aTztDm21WE.jpg
60001,外観2,外観,ナチュラル,,https://cdn.suvaco.jp/rooms/23085/cqOz6UU7C9.jpg,cqOz6UU7C9.jpg
60001,外観3,外観,ナチュラル,,https://cdn.suvaco.jp/rooms/23083/Zmq7wQsFgJ.jpg,Zmq7wQsFgJ.jpg
60001,土間玄関1,玄関,ナチュラル,,https://cdn.suvaco.jp/rooms/23081/hpjJMznABv.jpg,hpjJMznABv.jpg
60001,土間玄関2,玄関,ナチュラル,,https://cdn.suvaco.jp/rooms/23079/95nG5k0If3.jpg,95nG5k0If3.jpg
60001,土間玄関3,玄関,ナチュラル,,https://cdn.suvaco.jp/rooms/23077/KV89pk9qhw.jpg,KV89pk9qhw.jpg
60001,土間玄関4,玄関,ナチュラル,,https://cdn.suvaco.jp/rooms/23075/agsmgEO27p.jpg,agsmgEO27p.jpg
60001,土間玄関5,玄関,ナチュラル,,https://cdn.suvaco.jp/rooms/23073/OQw0XkDU2y.jpg,OQw0XkDU2y.jpg
60001,ウォークインクローゼット1,収納,ナチュラル,,https://cdn.suvaco.jp/rooms/23071/OIoucZ0WnJ.jpg,OIoucZ0WnJ.jpg
60001,ウォークインクローゼット2,収納,ナチュラル,,https://cdn.suvaco.jp/rooms/23069/dTcZbrMtBI.jpg,dTcZbrMtBI.jpg
60001,洗面脱衣室,バス/トイレ,ナチュラル,,https://cdn.suvaco.jp/rooms/23067/tNb6NDXIVf.jpg,tNb6NDXIVf.jpg
60001,階段手摺1,その他,ナチュラル,,https://cdn.suvaco.jp/rooms/23065/7FFtAwJnJR.jpg,7FFtAwJnJR.jpg
60001,階段手摺2,その他,ナチュラル,,https://cdn.suvaco.jp/rooms/23063/YWMhfMh9Wl.jpg,YWMhfMh9Wl.jpg
60001,LDK1,リビングダイニング,ナチュラル,,https://cdn.suvaco.jp/rooms/23061/4jD0rQUiiv.jpg,4jD0rQUiiv.jpg
60001,LDK2,リビングダイニング,ナチュラル,,https://cdn.suvaco.jp/rooms/23059/JkmUQfMc85.jpg,JkmUQfMc85.jpg
60001,LDK3,リビングダイニング,ナチュラル,,https://cdn.suvaco.jp/rooms/23057/EgjiZZUa4X.jpg,EgjiZZUa4X.jpg
60001,LDK4,リビングダイニング,ナチュラル,,https://cdn.suvaco.jp/rooms/23055/byW7cUQsAG.jpg,byW7cUQsAG.jpg
60001,LDK5,リビングダイニング,ナチュラル,,https://cdn.suvaco.jp/rooms/23053/gobwSRmTiR.jpg,gobwSRmTiR.jpg
60002,外観1,外観,ナチュラル,,https://cdn.suvaco.jp/rooms/23050/GDEJFBa43y.jpg,GDEJFBa43y.jpg
60002,外観2,外観,ナチュラル,,https://cdn.suvaco.jp/rooms/23048/f4VEYJfGPc.jpg,f4VEYJfGPc.jpg
60002,ウッドデッキ,アウトドア,ナチュラル,,https://cdn.suvaco.jp/rooms/23046/lDfuGP0qvi.jpg,lDfuGP0qvi.jpg
60002,外観（夕景）1,外観,ナチュラル,,https://cdn.suvaco.jp/rooms/23044/Ns22Xrprnb.jpg,Ns22Xrprnb.jpg
60002,外観（夕景）2,外観,ナチュラル,,https://cdn.suvaco.jp/rooms/23035/f392AvKFhO.jpg,f392AvKFhO.jpg
60002,リビングダイニング1,リビングダイニング,ナチュラル,,https://cdn.suvaco.jp/rooms/23033/v2fuomuWMT.jpg,v2fuomuWMT.jpg
60002,リビングダイニング2,リビングダイニング,ナチュラル,,https://cdn.suvaco.jp/rooms/23031/lAkabOiliH.jpg,lAkabOiliH.jpg
60002,リビングダイニング3,リビングダイニング,ナチュラル,,https://cdn.suvaco.jp/rooms/23029/hfNwmH5L3T.jpg,hfNwmH5L3T.jpg
60002,キッチン1,キッチン,ナチュラル,,https://cdn.suvaco.jp/rooms/23027/KxYm70xqoj.jpg,KxYm70xqoj.jpg
60002,キッチン2,キッチン,ナチュラル,,https://cdn.suvaco.jp/rooms/23025/wqOBu89tpa.jpg,wqOBu89tpa.jpg
60002,キッチンバックヤード1,収納,ナチュラル,,https://cdn.suvaco.jp/rooms/23023/Rue6UypmOz.jpg,Rue6UypmOz.jpg
60002,キッチンバックヤード2,収納,ナチュラル,,https://cdn.suvaco.jp/rooms/23021/8NCz1aioLR.jpg,8NCz1aioLR.jpg
60002,玄関,玄関,ナチュラル,,https://cdn.suvaco.jp/rooms/23019/Be43kxZh1g.jpg,Be43kxZh1g.jpg
60002,階段,その他,ナチュラル,,https://cdn.suvaco.jp/rooms/23017/Infpjirfaa.jpg,Infpjirfaa.jpg
60002,ウォークインクローゼット,収納,ナチュラル,,https://cdn.suvaco.jp/rooms/23015/MmrdyJmAyt.jpg,MmrdyJmAyt.jpg
60002,書斎,書斎,ナチュラル,,https://cdn.suvaco.jp/rooms/23013/3Ts5tVXtgR.jpg,3Ts5tVXtgR.jpg
60002,ROOM1,ベッドルーム,ナチュラル,,https://cdn.suvaco.jp/rooms/23011/OLHW31WSIl.jpg,OLHW31WSIl.jpg
60003,外観1,外観,ナチュラル,,https://cdn.suvaco.jp/rooms/22921/cYmPLxLP0h.jpg,cYmPLxLP0h.jpg
60003,外観2,外観,ナチュラル,,https://cdn.suvaco.jp/rooms/22919/4uoThGbvaI.jpg,4uoThGbvaI.jpg
60003,外観3,外観,ナチュラル,,https://cdn.suvaco.jp/rooms/22917/OPvh3s6sL7.jpg,OPvh3s6sL7.jpg
60003,外観4,外観,ナチュラル,,https://cdn.suvaco.jp/rooms/22915/NECNaW3twk.jpg,NECNaW3twk.jpg
60003,外観5,外観,ナチュラル,,https://cdn.suvaco.jp/rooms/22913/IgPMihetwG.jpg,IgPMihetwG.jpg
60003,外観6,外観,ナチュラル,,https://cdn.suvaco.jp/rooms/22911/jateXPoi0C.jpg,jateXPoi0C.jpg
60003,外観7,外観,ナチュラル,,https://cdn.suvaco.jp/rooms/22909/7VZvjgiAgk.jpg,7VZvjgiAgk.jpg
60003,外観8,外観,ナチュラル,,https://cdn.suvaco.jp/rooms/22907/gc41sraesj.jpg,gc41sraesj.jpg
60003,玄関,玄関,ナチュラル,,https://cdn.suvaco.jp/rooms/22905/U8UNm9kaep.jpg,U8UNm9kaep.jpg
60003,LDK1,リビングダイニング,ナチュラル,,https://cdn.suvaco.jp/rooms/22903/tFnngNgZ2J.jpg,tFnngNgZ2J.jpg
60003,LDK2,リビングダイニング,ナチュラル,,https://cdn.suvaco.jp/rooms/22901/YELfn9M08T.jpg,YELfn9M08T.jpg
60003,LDK3,リビングダイニング,ナチュラル,,https://cdn.suvaco.jp/rooms/22899/6bSdexO446.jpg,6bSdexO446.jpg
60003,LDK4,リビングダイニング,ナチュラル,,https://cdn.suvaco.jp/rooms/22897/wuUApSJfsU.jpg,wuUApSJfsU.jpg
60003,LDK5,リビングダイニング,ナチュラル,,https://cdn.suvaco.jp/rooms/22895/zEhJowCZ6t.jpg,zEhJowCZ6t.jpg
60003,LDK6,リビングダイニング,ナチュラル,,https://cdn.suvaco.jp/rooms/22893/IY73FAPwhT.jpg,IY73FAPwhT.jpg
60003,寝室,ベッドルーム,ナチュラル,,https://cdn.suvaco.jp/rooms/22891/or3UY8PAbR.jpg,or3UY8PAbR.jpg
60003,階段吹抜け,その他,ナチュラル,,https://cdn.suvaco.jp/rooms/22889/nn9JfTBzQx.jpg,nn9JfTBzQx.jpg
60003,廊下,その他,ナチュラル,,https://cdn.suvaco.jp/rooms/22887/NflGtLRG42.jpg,NflGtLRG42.jpg
60003,作業室1,書斎,ナチュラル,,https://cdn.suvaco.jp/rooms/22885/Awvx4VB218.jpg,Awvx4VB218.jpg
60003,作業室2,書斎,ナチュラル,,https://cdn.suvaco.jp/rooms/22883/j6lRKSkWVO.jpg,j6lRKSkWVO.jpg
60004,外観1,外観,ナチュラル,,https://cdn.suvaco.jp/rooms/22754/uqzd7ymQUC.jpg,uqzd7ymQUC.jpg
60004,外観2,外観,ナチュラル,,https://cdn.suvaco.jp/rooms/22752/mOMqeoaVqe.jpg,mOMqeoaVqe.jpg
60004,外観3,外観,ナチュラル,,https://cdn.suvaco.jp/rooms/22750/SVUCmsXabV.jpg,SVUCmsXabV.jpg
60004,外観4,外観,ナチュラル,,https://cdn.suvaco.jp/rooms/22748/ZkIHZ8Ilg8.jpg,ZkIHZ8Ilg8.jpg
60004,玄関1,玄関,ナチュラル,,https://cdn.suvaco.jp/rooms/22746/DQ4pCKH23z.jpg,DQ4pCKH23z.jpg
60004,玄関2,玄関,ナチュラル,,https://cdn.suvaco.jp/rooms/22744/FLKqylOIYb.jpg,FLKqylOIYb.jpg
60004,玄関3,玄関,ナチュラル,,https://cdn.suvaco.jp/rooms/22742/g8HEp1m7qw.jpg,g8HEp1m7qw.jpg
60004,バックヤード,収納,ナチュラル,,https://cdn.suvaco.jp/rooms/22740/STLLGhpjSX.jpg,STLLGhpjSX.jpg
60004,リビングダイニング＆キッチン,リビングダイニング,ナチュラル,,https://cdn.suvaco.jp/rooms/22738/ldLMAnaDmV.jpg,ldLMAnaDmV.jpg
60004,リビングダイニング1,リビングダイニング,ナチュラル,,https://cdn.suvaco.jp/rooms/22736/gJnhkHHoax.jpg,gJnhkHHoax.jpg
60004,リビングダイニング2,リビングダイニング,ナチュラル,,https://cdn.suvaco.jp/rooms/22734/wQSNwECAxX.jpg,wQSNwECAxX.jpg
60004,ガレージ,アウトドア,ナチュラル,,https://cdn.suvaco.jp/rooms/22732/3dqnCo2ZKf.jpg,3dqnCo2ZKf.jpg
60004,ワークスペース,その他,ナチュラル,,https://cdn.suvaco.jp/rooms/22730/bq0Bjq3sQX.jpg,bq0Bjq3sQX.jpg
60004,階段1,その他,ナチュラル,,https://cdn.suvaco.jp/rooms/22728/6DhFLP4TkF.jpg,6DhFLP4TkF.jpg
60004,階段2,その他,ナチュラル,,https://cdn.suvaco.jp/rooms/22726/mtjpXFmmdw.jpg,mtjpXFmmdw.jpg
60004,階段3,その他,ナチュラル,,https://cdn.suvaco.jp/rooms/22724/6lqTpr8pUB.jpg,6lqTpr8pUB.jpg
60004,階段4,その他,ナチュラル,,https://cdn.suvaco.jp/rooms/22722/qKz7yp7uAh.jpg,qKz7yp7uAh.jpg
60004,フリースペース1,その他,ナチュラル,,https://cdn.suvaco.jp/rooms/22720/yI2ulXpxaJ.jpg,yI2ulXpxaJ.jpg
60004,フリースペース2,その他,ナチュラル,,https://cdn.suvaco.jp/rooms/22718/L8N41fZssX.jpg,L8N41fZssX.jpg
60004,フリースペース3,その他,ナチュラル,,https://cdn.suvaco.jp/rooms/22716/zQHOQZVbaB.jpg,zQHOQZVbaB.jpg
60005,外観1,外観,ナチュラル,,https://cdn.suvaco.jp/rooms/22697/OmlZQnFUWY.jpg,OmlZQnFUWY.jpg
60005,外観2,外観,ナチュラル,,https://cdn.suvaco.jp/rooms/22695/2D2TLeSAH2.jpg,2D2TLeSAH2.jpg
60005,外観3,外観,ナチュラル,,https://cdn.suvaco.jp/rooms/22693/aKouMywKDZ.jpg,aKouMywKDZ.jpg
60005,外観4,外観,ナチュラル,,https://cdn.suvaco.jp/rooms/22691/Fibt2G3yiA.jpg,Fibt2G3yiA.jpg
60005,外観5,外観,ナチュラル,,https://cdn.suvaco.jp/rooms/22689/02Q7bYPtad.jpg,02Q7bYPtad.jpg
60005,テラス1,アウトドア,ナチュラル,,https://cdn.suvaco.jp/rooms/22687/sNk1a1Y4ti.jpg,sNk1a1Y4ti.jpg
60005,テラス2,アウトドア,ナチュラル,,https://cdn.suvaco.jp/rooms/22685/7XOKuzwCxC.jpg,7XOKuzwCxC.jpg
60005,テラス3,アウトドア,ナチュラル,,https://cdn.suvaco.jp/rooms/22683/zy787Hicob.jpg,zy787Hicob.jpg
60005,テラス4,アウトドア,ナチュラル,,https://cdn.suvaco.jp/rooms/22681/gHzmHWTrkW.jpg,gHzmHWTrkW.jpg
60005,内観1,その他,ナチュラル,,https://cdn.suvaco.jp/rooms/22679/yDDxKL7Y6Q.jpg,yDDxKL7Y6Q.jpg
60005,内観2,その他,ナチュラル,,https://cdn.suvaco.jp/rooms/22677/eayyA95HTU.jpg,eayyA95HTU.jpg
60005,内観3,その他,ナチュラル,,https://cdn.suvaco.jp/rooms/22675/BJ6ZmwKn27.jpg,BJ6ZmwKn27.jpg
70001,リビングダイニング,リビングダイニング,アンティーク,写真：堀内広冶,https://cdn.suvaco.jp/rooms/26138/wZtd97nAyD.jpg,wZtd97nAyD.jpg
70001,玄関ホール兼アトリエ（風布なし）,玄関,アンティーク,写真：堀内広冶,https://cdn.suvaco.jp/rooms/94380/z3c7355d1e.jpg,z3c7355d1e.jpg
70001,玄関ホール兼アトリエ（風布あり）,玄関,アンティーク,写真：堀内広冶,https://cdn.suvaco.jp/rooms/94382/a94z1b8z61.jpg,a94z1b8z61.jpg
70001,室内全景,リビングダイニング,アンティーク,写真：堀内広冶,https://cdn.suvaco.jp/rooms/94384/a7b45bez84.jpg,a7b45bez84.jpg
70001,キッチン,キッチン,アンティーク,写真：堀内広冶,https://cdn.suvaco.jp/rooms/26140/yktrEG677N.jpg,yktrEG677N.jpg
70001,ベッドルーム,ベッドルーム,アンティーク,写真：堀内広冶,https://cdn.suvaco.jp/rooms/26142/KBIv7DHUzx.jpg,KBIv7DHUzx.jpg
70001,リビングダイニング（風布なし）,リビングダイニング,アンティーク,写真：堀内広冶,https://cdn.suvaco.jp/rooms/26144/16xujGCHgb.jpg,16xujGCHgb.jpg
70001,リビングダイニング（風布あり）,リビングダイニング,アンティーク,写真：堀内広冶,https://cdn.suvaco.jp/rooms/26146/kPwOhavnhD.jpg,kPwOhavnhD.jpg
70001,リビングダイニング（夜景）,リビングダイニング,アンティーク,写真：堀内広冶,https://cdn.suvaco.jp/rooms/94386/z58f78cbc5.jpg,z58f78cbc5.jpg
70001,ダイニング＋キッチン（夜景）,キッチン,アンティーク,写真：堀内広冶,https://cdn.suvaco.jp/rooms/94388/e847c2eb37.jpg,e847c2eb37.jpg
70002,外観,外観,ナチュラル,写真：堀内広冶,https://cdn.suvaco.jp/rooms/8761/d4ee41916z.jpg,d4ee41916z.jpg
70002,外観,アウトドア,ナチュラル,写真：堀内広冶,https://cdn.suvaco.jp/rooms/94392/2zac1ad2ze.jpg,2zac1ad2ze.jpg
70002,駐車スペース,外観,ナチュラル,写真：堀内広冶,https://cdn.suvaco.jp/rooms/94394/197f67d843.jpg,197f67d843.jpg
70002,アプローチ＋玄関ポーチ,外観,ナチュラル,写真：堀内広冶,https://cdn.suvaco.jp/rooms/8248/2cdb3281cc.jpg,2cdb3281cc.jpg
70002,玄関ポーチ,玄関,ナチュラル,写真：堀内広冶,https://cdn.suvaco.jp/rooms/94396/cdaz741dd3.jpg,cdaz741dd3.jpg
70002,通り土間,その他,ナチュラル,写真：堀内広冶,https://cdn.suvaco.jp/rooms/8246/818z56bf3z.jpg,818z56bf3z.jpg
70002,通り土間,その他,ナチュラル,写真：堀内広冶,https://cdn.suvaco.jp/rooms/8236/dd6e4e1bfc.jpg,dd6e4e1bfc.jpg
70002,リビングダイニング,リビングダイニング,ナチュラル,写真：堀内広冶,https://cdn.suvaco.jp/rooms/94404/26558c3f7b.jpg,26558c3f7b.jpg
70002,キッチン,キッチン,,写真：堀内広冶,https://cdn.suvaco.jp/rooms/8242/6d8dbf7463.jpg,6d8dbf7463.jpg
70002,カフェスペース,書斎,ナチュラル,写真：堀内広冶,https://cdn.suvaco.jp/rooms/94402/6421aa2c73.jpg,6421aa2c73.jpg
70002,レストルーム,バス/トイレ,ナチュラル,写真：堀内広冶,https://cdn.suvaco.jp/rooms/8240/d7c2217f9z.jpg,d7c2217f9z.jpg
70002,バスルーム,バス/トイレ,ナチュラル,写真：堀内広冶,https://cdn.suvaco.jp/rooms/8238/b1938c4zbc.jpg,b1938c4zbc.jpg
70002,ウォークスルークローゼット,収納,ナチュラル,写真：堀内広冶,https://cdn.suvaco.jp/rooms/94400/3aecf171c6.jpg,3aecf171c6.jpg
70002,通り土間＋リビングダイニング,リビングダイニング,ナチュラル,写真：堀内広冶,https://cdn.suvaco.jp/rooms/8244/4923adebed.jpg,4923adebed.jpg
70002,通り土間＋リビングダイニング（夜景）,リビングダイニング,ナチュラル,写真：堀内広冶,https://cdn.suvaco.jp/rooms/94406/2f8dbcc8ed.jpg,2f8dbcc8ed.jpg
70002,外観（夜景）,外観,ナチュラル,写真：堀内広冶,https://cdn.suvaco.jp/rooms/94408/b7f96z78ad.jpg,b7f96z78ad.jpg
70002,玄関ポーチ（夜景）,玄関,ナチュラル,写真：堀内広冶,https://cdn.suvaco.jp/rooms/94410/4334f6azb9.jpg,4334f6azb9.jpg
70002,テラス（夜景）,アウトドア,ナチュラル,写真：堀内広冶,https://cdn.suvaco.jp/rooms/8234/2faa4d4589.jpg,2faa4d4589.jpg
70002,リビングダイニング（夜景）,リビングダイニング,ナチュラル,写真：堀内広冶,https://cdn.suvaco.jp/rooms/8232/fae3z2e489.jpg,fae3z2e489.jpg
70003,外観,外観,ナチュラル,写真：堀内広冶,https://cdn.suvaco.jp/rooms/8220/zleAe607dG.jpg,zleAe607dG.jpg
